Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
12,Entry long,2026-06-24 01:52,Long,4117.2,1,41172,44.76,0.11,1.24,45.38,0.11,-51.62,-0.13,497.12,0.05,4
13,Exit short,2026-06-24 03:02,Short X,4098.8,1,41036,46.76,0.11,1.24,47.38,0.12,-4.62,-0.01,543.88,0.05,1
13,Entry short,2026-06-24 03:00,Short,4103.6,1,41036,46.76,0.11,1.24,47.38,0.12,-4.62,-0.01,543.88,0.05,1
14,Exit long,2026-06-24 04:30,Long X,4087.5,1,41134,-260.24,-0.63,1.24,66.38,0.16,-259.62,-0.63,283.64,0.03,33
14,Entry long,2026-06-24 03:24,Long,4113.4,1,41134,-260.24,-0.63,1.24,66.38,0.16,-259.62,-0.63,283.64,0.03,33
15,Exit short,2026-06-24 19:20,Short X,4016.4,1,40206,40.76,0.10,1.24,41.38,0.10,-6.62,-0.02,324.4,0.03,2
15,Entry short,2026-06-24 19:16,Short,4020.6,1,40206,40.76,0.10,1.24,41.38,0.10,-6.62,-0.02,324.4,0.03,2
16,Exit long,2026-06-24 20:10,Long X,4007.5,1,40010,63.76,0.16,1.24,64.38,0.16,-34.62,-0.09,388.16,0.04,1
16,Entry long,2026-06-24 20:08,Long,4001,1,40010,63.76,0.16,1.24,64.38,0.16,-34.62,-0.09,388.16,0.04,1
17,Exit short,2026-06-26 01:48,Short X,4033.4,1,40366,30.76,0.08,1.24,31.38,0.08,-91.62,-0.23,418.92,0.04,19
17,Entry short,2026-06-26 01:10,Short,4036.6,1,40366,30.76,0.08,1.24,31.38,0.08,-91.62,-0.23,418.92,0.04,19
18,Exit long,2026-06-26 04:18,Long X,4027.6,1,40434,-159.24,-0.39,1.24,1.38,0.00,-158.62,-0.39,259.68,0.03,39
18,Entry long,2026-06-26 03:00,Long,4043.4,1,40434,-159.24,-0.39,1.24,1.38,0.00,-158.62,-0.39,259.68,0.03,39
19,Exit short,2026-06-26 19:36,Short X,4089.4,1,40923,27.76,0.07,1.24,28.38,0.07,-18.62,-0.05,287.44,0.03,3
19,Entry short,2026-06-26 19:30,Short,4092.3,1,40923,27.76,0.07,1.24,28.38,0.07,-18.62,-0.05,287.44,0.03,3
20,Exit long,2026-06-26 22:10,Long X,4079.2,1,40880,-89.24,-0.22,1.24,10.38,0.03,-88.62,-0.22,198.2,0.02,9
20,Entry long,2026-06-26 21:52,Long,4088,1,40880,-89.24,-0.22,1.24,10.38,0.03,-88.62,-0.22,198.2,0.02,9
21,Exit short,2026-06-26 22:46,Short X,4088.2,1,40793,-90.24,-0.22,1.24,4.38,0.01,-89.62,-0.22,107.96,0.01,18
21,Entry short,2026-06-26 22:10,Short,4079.3,1,40793,-90.24,-0.22,1.24,4.38,0.01,-89.62,-0.22,107.96,0.01,18
22,Exit long,2026-06-26 22:52,Long X,4092.7,1,40904,21.76,0.05,1.24,22.38,0.05,-27.62,-0.07,129.72,0.01,2
22,Entry long,2026-06-26 22:48,Long,4090.4,1,40904,21.76,0.05,1.24,22.38,0.05,-27.62,-0.07,129.72,0.01,2
23,Exit short,2026-07-01 01:46,Short X,4019.1,1,40215,22.76,0.06,1.24,23.38,0.06,-16.62,-0.04,152.48,0.02,1
23,Entry short,2026-07-01 01:44,Short,4021.5,1,40215,22.76,0.06,1.24,23.38,0.06,-16.62,-0.04,152.48,0.02,1
24,Exit long,2026-07-08 02:38,Long X,4127.9,1,41242,35.76,0.09,1.24,36.38,0.09,-6.62,-0.02,188.24,0.02,1
24,Entry long,2026-07-08 02:36,Long,4124.2,1,41242,35.76,0.09,1.24,36.38,0.09,-6.62,-0.02,188.24,0.02,1
25,Exit short,2026-07-08 03:36,Short X,4107.1,1,41127,54.76,0.13,1.24,55.38,0.13,-100.62,-0.24,243,0.02,16
