Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
376,Exit short,2026-05-12 18:30,Short Bracket,28809.75,4,230716,236.76,0.10,1.24,237.38,0.10,-54.62,-0.02,22637.76,45.28,0
376,Entry short,2026-05-12 18:30,Short,28839.5,4,230716,236.76,0.10,1.24,237.38,0.10,-54.62,-0.02,22637.76,45.28,0
377,Exit short,2026-05-13 15:50,Short Bracket,29105.5,4,233080,234.76,0.10,1.24,235.38,0.10,-4.62,0.00,22872.52,45.75,0
377,Entry short,2026-05-13 15:50,Short,29135,4,233080,234.76,0.10,1.24,235.38,0.10,-4.62,0.00,22872.52,45.75,0
378,Exit long,2026-05-27 14:15,Long Bracket,30300.75,4,242168,236.76,0.10,1.24,237.38,0.10,-224.62,-0.09,23109.28,46.22,9
378,Entry long,2026-05-27 13:30,Long,30271,4,242168,236.76,0.10,1.24,237.38,0.10,-224.62,-0.09,23109.28,46.22,9
379,Exit short,2026-05-27 15:45,Short Bracket,29951.25,4,239854,242.76,0.10,1.24,243.38,0.10,-4.62,0.00,23352.04,46.70,0
379,Entry short,2026-05-27 15:45,Short,29981.75,4,239854,242.76,0.10,1.24,243.38,0.10,-4.62,0.00,23352.04,46.70,0
380,Exit short,2026-05-27 18:00,Short Bracket,29958.25,4,239118,-549.24,-0.23,1.24,99.38,0.04,-548.62,-0.23,22802.8,45.61,3
380,Entry short,2026-05-27 17:45,Short,29889.75,4,239118,-549.24,-0.23,1.24,99.38,0.04,-548.62,-0.23,22802.8,45.61,3
381,Exit long,2026-05-28 17:25,Long Bracket,30262.75,4,241864,236.76,0.10,1.24,237.38,0.10,-192.62,-0.08,23039.56,46.08,4
381,Entry long,2026-05-28 17:05,Long,30233,4,241864,236.76,0.10,1.24,237.38,0.10,-192.62,-0.08,23039.56,46.08,4
382,Exit long,2026-05-28 19:45,Long Bracket,30336.25,4,242456,232.76,0.10,1.24,233.38,0.10,-198.62,-0.08,23272.32,46.54,11
382,Entry long,2026-05-28 18:50,Long,30307,4,242456,232.76,0.10,1.24,233.38,0.10,-198.62,-0.08,23272.32,46.54,11
383,Exit short,2026-06-04 12:40,Short Bracket,30250.25,4,242236,232.76,0.10,1.24,233.38,0.10,-218.62,-0.09,23505.08,47.01,4
383,Entry short,2026-06-04 12:20,Short,30279.5,4,242236,232.76,0.10,1.24,233.38,0.10,-218.62,-0.09,23505.08,47.01,4
384,Exit short,2026-06-05 15:30,Short Bracket,30005.75,4,240284,236.76,0.10,1.24,237.38,0.10,-4.62,0.00,23741.84,47.48,0
384,Entry short,2026-06-05 15:30,Short,30035.5,4,240284,236.76,0.10,1.24,237.38,0.10,-4.62,0.00,23741.84,47.48,0
385,Exit short,2026-06-05 17:20,Short Bracket,29698,4,237824,238.76,0.10,1.24,239.38,0.10,-296.62,-0.12,23980.6,47.96,1
385,Entry short,2026-06-05 17:15,Short,29728,4,237824,238.76,0.10,1.24,239.38,0.10,-296.62,-0.12,23980.6,47.96,1
386,Exit short,2026-06-05 19:15,Short Bracket,29379.25,4,235276,240.76,0.10,1.24,241.38,0.10,-38.62,-0.02,24221.36,48.44,0
386,Entry short,2026-06-05 19:15,Short,29409.5,4,235276,240.76,0.10,1.24,241.38,0.10,-38.62,-0.02,24221.36,48.44,0
387,Exit short,2026-06-05 21:15,Short Bracket,29041.25,4,232568,236.76,0.10,1.24,237.38,0.10,-4.62,0.00,24458.12,48.92,0
387,Entry short,2026-06-05 21:15,Short,29071,4,232568,236.76,0.10,1.24,237.38,0.10,-4.62,0.00,24458.12,48.92,0
388,Exit short,2026-06-09 17:30,Short Bracket,28830.25,4,230886,242.76,0.11,1.24,243.38,0.11,-4.62,0.00,24700.88,49.40,0
388,Entry short,2026-06-09 17:30,Short,28860.75,4,230886,242.76,0.11,1.24,243.38,0.11,-4.62,0.00,24700.88,49.40,0
389,Exit long,2026-06-10 16:15,Long Bracket,29122.5,4,232742,236.76,0.10,1.24,237.38,0.10,-4.62,0.00,24937.64,49.88,0
389,Entry long,2026-06-10 16:15,Long,29092.75,4,232742,236.76,0.10,1.24,237.38,0.10,-4.62,0.00,24937.64,49.88,0
390,Exit short,2026-06-16 16:20,Short Bracket,30708.5,4,245908,238.76,0.10,1.24,239.38,0.10,-254.62,-0.10,25176.4,50.35,0
390,Entry short,2026-06-16 16:20,Short,30738.5,4,245908,238.76,0.10,1.24,239.38,0.10,-254.62,-0.10,25176.4,50.35,0
391,Exit short,2026-06-16 19:20,Short Bracket,30440,4,243766,244.76,0.10,1.24,245.38,0.10,-434.62,-0.18,25421.16,50.84,8
391,Entry short,2026-06-16 18:40,Short,30470.75,4,243766,244.76,0.10,1.24,245.38,0.10,-434.62,-0.18,25421.16,50.84,8
392,Exit short,2026-06-16 20:35,Short Bracket,30430.75,4,243680,232.76,0.10,1.24,233.38,0.10,-202.62,-0.08,25653.92,51.31,2
392,Entry short,2026-06-16 20:25,Short,30460,4,243680,232.76,0.10,1.24,233.38,0.10,-202.62,-0.08,25653.92,51.31,2
393,Exit short,2026-06-22 18:00,Short Bracket,30522.5,4,244418,236.76,0.10,1.24,237.38,0.10,-310.62,-0.13,25890.68,51.78,1
393,Entry short,2026-06-22 17:55,Short,30552.25,4,244418,236.76,0.10,1.24,237.38,0.10,-310.62,-0.13,25890.68,51.78,1
394,Exit long,2026-06-30 17:50,Long Bracket,30460.5,4,243448,234.76,0.10,1.24,235.38,0.10,-300.62,-0.12,26125.44,52.25,3
394,Entry long,2026-06-30 17:35,Long,30431,4,243448,234.76,0.10,1.24,235.38,0.10,-300.62,-0.12,26125.44,52.25,3
395,Exit long,2026-06-30 20:45,Long Bracket,30564,4,244276,234.76,0.10,1.24,235.38,0.10,-96.62,-0.04,26360.2,52.72,3
395,Entry long,2026-06-30 20:30,Long,30534.5,4,244276,234.76,0.10,1.24,235.38,0.10,-96.62,-0.04,26360.2,52.72,3
396,Exit short,2026-07-02 18:00,Short Bracket,29646,4,237406,236.76,0.10,1.24,237.38,0.10,-104.62,-0.04,26596.96,53.19,0
396,Entry short,2026-07-02 18:00,Short,29675.75,4,237406,236.76,0.10,1.24,237.38,0.10,-104.62,-0.04,26596.96,53.19,0
397,Exit short,2026-07-02 19:45,Short Bracket,29374.5,4,235238,240.76,0.10,1.24,241.38,0.10,-34.62,-0.01,26837.72,53.68,0
397,Entry short,2026-07-02 19:45,Short,29404.75,4,235238,240.76,0.10,1.24,241.38,0.10,-34.62,-0.01,26837.72,53.68,0
398,Exit short,2026-07-08 12:25,Short Bracket,29016.75,4,231592,-543.24,-0.23,1.24,201.38,0.09,-542.62,-0.23,26294.48,52.59,4
398,Entry short,2026-07-08 12:05,Short,28949,4,231592,-543.24,-0.23,1.24,201.38,0.09,-542.62,-0.23,26294.48,52.59,4
399,Exit short,2026-07-13 19:35,Short Bracket,29488,4,236144,238.76,0.10,1.24,239.38,0.10,-124.62,-0.05,26533.24,53.07,1
399,Entry short,2026-07-13 19:30,Short,29518,4,236144,238.76,0.10,1.24,239.38,0.10,-124.62,-0.05,26533.24,53.07,1
400,Exit short,2026-07-15 18:00,Short Bracket,29553.25,4,236662,234.76,0.10,1.24,235.38,0.10,-138.62,-0.06,26768,53.54,1
400,Entry short,2026-07-15 17:55,Short,29582.75,4,236662,234.76,0.10,1.24,235.38,0.10,-138.62,-0.06,26768,53.54,1
401,Exit short,2026-07-16 13:45,Short Bracket,29421.5,4,235608,234.76,0.10,1.24,235.38,0.10,-84.62,-0.04,27002.76,54.01,1
401,Entry short,2026-07-16 13:40,Short,29451,4,235608,234.76,0.10,1.24,235.38,0.10,-84.62,-0.04,27002.76,54.01,1
402,Exit short,2026-07-23 16:20,Short Bracket,28772,4,229626,-551.24,-0.24,1.24,131.38,0.06,-550.62,-0.24,26451.52,52.90,1
402,Entry short,2026-07-23 16:15,Short,28703.25,4,229626,-551.24,-0.24,1.24,131.38,0.06,-550.62,-0.24,26451.52,52.90,1
403,Exit short,2026-07-24 16:45,Short Bracket,28257.25,4,226298,238.76,0.11,1.24,239.38,0.11,-4.62,0.00,26690.28,53.38,0
403,Entry short,2026-07-24 16:45,Short,28287.25,4,226298,238.76,0.11,1.24,239.38,0.11,-4.62,0.00,26690.28,53.38,0
404,Exit short,2026-07-27 15:45,Short Bracket,28425,4,227638,236.76,0.10,1.24,237.38,0.10,-4.62,0.00,26927.04,53.85,0
404,Entry short,2026-07-27 15:45,Short,28454.75,4,227638,236.76,0.10,1.24,237.38,0.10,-4.62,0.00,26927.04,53.85,0
405,Exit short,2026-07-27 17:35,Short Bracket,27997.75,4,224220,236.76,0.11,1.24,237.38,0.11,-50.62,-0.02,27163.8,54.33,0
405,Entry short,2026-07-27 17:35,Short,28027.5,4,224220,236.76,0.11,1.24,237.38,0.11,-50.62,-0.02,27163.8,54.33,0
406,Exit short,2026-07-29 17:40,Short Bracket,27525.5,4,220440,234.76,0.11,1.24,235.38,0.11,-328.62,-0.15,27398.56,54.80,2
406,Entry short,2026-07-29 17:30,Short,27555,4,220440,234.76,0.11,1.24,235.38,0.11,-328.62,-0.15,27398.56,54.80,2
407,Exit long,2026-07-30 15:35,Long Bracket,27906.25,4,223018,230.76,0.10,1.24,231.38,0.10,-512.62,-0.23,27629.32,55.26,1
407,Entry long,2026-07-30 15:30,Long,27877.25,4,223018,230.76,0.10,1.24,231.38,0.10,-512.62,-0.23,27629.32,55.26,1
408,Exit long,2026-07-30 18:10,Long Bracket,28180.25,4,225202,238.76,0.11,1.24,239.38,0.11,-116.62,-0.05,27868.08,55.74,1
408,Entry long,2026-07-30 18:05,Long,28150.25,4,225202,238.76,0.11,1.24,239.38,0.11,-116.62,-0.05,27868.08,55.74,1
409,Exit long,2026-08-03 19:25,Long Bracket,28887.75,4,230862,238.76,0.10,1.24,239.38,0.10,-18.62,-0.01,28106.84,56.21,2
409,Entry long,2026-08-03 19:15,Long,28857.75,4,230862,238.76,0.10,1.24,239.38,0.10,-18.62,-0.01,28106.84,56.21,2
410,Exit long,2026-08-04 15:35,Long Bracket,29412.75,4,235060,240.76,0.10,1.24,241.38,0.10,-240.62,-0.10,28347.6,56.70,0
410,Entry long,2026-08-04 15:35,Long,29382.5,4,235060,240.76,0.10,1.24,241.38,0.10,-240.62,-0.10,28347.6,56.70,0
411,Exit long,2026-08-04 17:25,Long Bracket,29662.75,4,237066,234.76,0.10,1.24,235.38,0.10,-22.62,-0.01,28582.36,57.16,1
411,Entry long,2026-08-04 17:20,Long,29633.25,4,237066,234.76,0.10,1.24,235.38,0.10,-22.62,-0.01,28582.36,57.16,1
412,Exit long,2026-08-04 19:25,Long Bracket,29811.5,4,238256,234.76,0.10,1.24,235.38,0.10,-106.62,-0.04,28817.12,57.63,4
412,Entry long,2026-08-04 19:05,Long,29782,4,238256,234.76,0.10,1.24,235.38,0.10,-106.62,-0.04,28817.12,57.63,4
413,Exit long,2026-08-04 21:15,Long Bracket,29944.25,4,239320,232.76,0.10,1.24,233.38,0.10,-94.62,-0.04,29049.88,58.10,2
413,Entry long,2026-08-04 21:05,Long,29915,4,239320,232.76,0.10,1.24,233.38,0.10,-94.62,-0.04,29049.88,58.10,2
414,Exit short,2026-08-10 15:40,Short Bracket,29733.5,4,238102,232.76,0.10,1.24,233.38,0.10,-204.62,-0.09,29282.64,58.57,0
414,Entry short,2026-08-10 15:40,Short,29762.75,4,238102,232.76,0.10,1.24,233.38,0.10,-204.62,-0.09,29282.64,58.57,0
415,Exit short,2026-08-11 20:25,Short Bracket,29553.25,4,236664,236.76,0.10,1.24,237.38,0.10,-36.62,-0.02,29519.4,59.04,0
415,Entry short,2026-08-11 20:25,Short,29583,4,236664,236.76,0.10,1.24,237.38,0.10,-36.62,-0.02,29519.4,59.04,0
416,Exit long,2026-08-12 14:25,Long Bracket,29868.5,4,238710,236.76,0.10,1.24,237.38,0.10,-452.62,-0.19,29756.16,59.51,26
416,Entry long,2026-08-12 12:15,Long,29838.75,4,238710,236.76,0.10,1.24,237.38,0.10,-452.62,-0.19,29756.16,59.51,26
417,Exit long,2026-08-13 17:30,Long Bracket,30163.25,4,241854,-549.24,-0.23,1.24,33.38,0.01,-548.62,-0.23,29206.92,58.41,1
417,Entry long,2026-08-13 17:25,Long,30231.75,4,241854,-549.24,-0.23,1.24,33.38,0.01,-548.62,-0.23,29206.92,58.41,1
418,Exit short,2026-08-17 22:00,Time Filter End,30092.25,4,240742,2.76,0.00,1.24,209.38,0.09,-350.62,-0.15,29209.68,58.42,23
418,Entry short,2026-08-17 20:05,Short,30092.75,4,240742,2.76,0.00,1.24,209.38,0.09,-350.62,-0.15,29209.68,58.42,23
